video_id,frame_key,eye_side,eye_visibility,path_to_dataset,eye_bbox_face,frame_index,eye_side_norm,eye_order
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_31_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_31_face00.jpg,"70,121,186,195",31,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_31_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_31_face00.jpg,"219,132,324,202",31,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_32_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_32_face00.jpg,"68,123,182,195",32,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_32_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_32_face00.jpg,"216,128,321,196",32,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_33_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_33_face00.jpg,"67,124,180,196",33,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_33_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_33_face00.jpg,"214,129,318,197",33,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_34_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_34_face00.jpg,"73,119,187,192",34,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_34_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_34_face00.jpg,"220,124,324,193",34,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_35_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_35_face00.jpg,"81,121,195,193",35,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_35_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_35_face00.jpg,"228,134,332,203",35,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_36_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_36_face00.jpg,"82,123,198,198",36,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_36_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_36_face00.jpg,"232,139,334,207",36,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_37_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_37_face00.jpg,"80,126,197,200",37,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_37_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_37_face00.jpg,"230,139,334,209",37,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_38_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_38_face00.jpg,"79,126,195,201",38,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_38_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_38_face00.jpg,"229,137,333,207",38,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_39_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_39_face00.jpg,"74,125,191,199",39,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_39_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_39_face00.jpg,"224,135,329,204",39,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_40_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_40_face00.jpg,"75,120,191,194",40,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_40_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_40_face00.jpg,"225,131,330,200",40,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_41_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_41_face00.jpg,"78,118,194,192",41,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_41_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_41_face00.jpg,"227,129,331,198",41,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_42_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_42_face00.jpg,"76,120,192,194",42,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_42_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_42_face00.jpg,"226,129,330,198",42,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_43_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_43_face00.jpg,"78,120,194,194",43,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_43_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_43_face00.jpg,"227,131,332,201",43,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_44_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_44_face00.jpg,"75,116,191,191",44,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_44_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_44_face00.jpg,"224,126,329,195",44,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_45_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_45_face00.jpg,"78,116,194,191",45,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_45_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_45_face00.jpg,"228,129,332,199",45,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_46_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_46_face00.jpg,"77,117,194,191",46,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_46_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_46_face00.jpg,"227,132,332,202",46,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_47_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_47_face00.jpg,"75,119,191,194",47,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_47_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_47_face00.jpg,"225,135,331,206",47,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_48_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_48_face00.jpg,"73,119,190,193",48,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_48_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_48_face00.jpg,"224,133,329,203",48,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_49_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_49_face00.jpg,"65,126,181,200",49,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_49_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_49_face00.jpg,"215,134,320,203",49,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_50_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_50_face00.jpg,"67,128,181,201",50,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_50_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_50_face00.jpg,"215,129,323,199",50,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_51_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_51_face00.jpg,"61,128,175,201",51,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_51_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_51_face00.jpg,"208,127,316,197",51,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_52_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_52_face00.jpg,"63,124,176,197",52,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_52_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_52_face00.jpg,"210,123,316,190",52,right,1
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_53_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_53_face00.jpg,"75,117,188,189",53,left,0
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_53_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_53_face00.jpg,"221,127,326,196",53,right,1
