video_id,frame_key,eye_side,eye_visibility,path_to_dataset,eye_bbox_face
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_97_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_97_face00.jpg,"259,164,328,219"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_526_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_526_face00.jpg,"85,125,202,200"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_526_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_526_face00.jpg,"236,150,337,222"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_124_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_124_face00.jpg,"80,126,194,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_124_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_124_face00.jpg,"227,142,328,209"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_536_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_536_face00.jpg,"80,118,196,193"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_536_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_536_face00.jpg,"229,131,334,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_38_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_38_face00.jpg,"79,126,195,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_38_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_38_face00.jpg,"229,137,333,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_198_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_198_face00.jpg,"106,135,215,206"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_198_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_198_face00.jpg,"245,156,329,217"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_597_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_597_face00.jpg,"87,119,204,193"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_597_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_597_face00.jpg,"238,141,336,211"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_393_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_393_face00.jpg,"75,127,192,202"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_393_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_393_face00.jpg,"227,141,332,211"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_180_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_180_face00.jpg,"81,130,194,202"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_180_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_180_face00.jpg,"227,142,328,210"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_416_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_416_face00.jpg,"76,129,192,203"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_416_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_416_face00.jpg,"226,142,330,212"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_153_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_153_face00.jpg,"76,127,189,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_153_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_153_face00.jpg,"222,136,324,203"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_300_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_300_face00.jpg,"70,136,187,212"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_300_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_300_face00.jpg,"221,136,327,204"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_523_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_523_face00.jpg,"79,132,196,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_523_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_523_face00.jpg,"230,144,335,214"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_305_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_305_face00.jpg,"67,136,183,212"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_305_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_305_face00.jpg,"217,137,325,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_601_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_601_face00.jpg,"82,126,199,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_601_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_601_face00.jpg,"232,143,337,214"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_297_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_297_face00.jpg,"75,128,191,203"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_297_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_297_face00.jpg,"225,140,330,210"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_555_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_555_face00.jpg,"87,125,203,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_555_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_555_face00.jpg,"237,154,335,224"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_351_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_351_face00.jpg,"80,132,197,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_351_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_351_face00.jpg,"231,150,336,221"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_472_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_472_face00.jpg,"91,110,200,182"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_472_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_472_face00.jpg,"232,141,336,214"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_56_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_56_face00.jpg,"70,134,183,208"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_56_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_56_face00.jpg,"216,125,321,192"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_79_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_79_face00.jpg,"69,137,183,211"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_79_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_79_face00.jpg,"217,131,322,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_141_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_141_face00.jpg,"76,133,190,205"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_141_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_141_face00.jpg,"223,142,325,209"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_243_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_243_face00.jpg,"85,124,201,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_243_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_243_face00.jpg,"234,150,331,220"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_176_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_176_face00.jpg,"84,128,197,200"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_176_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_176_face00.jpg,"229,139,329,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_306_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_306_face00.jpg,"67,136,183,211"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_306_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_306_face00.jpg,"217,135,325,205"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_592_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_592_face00.jpg,"84,122,201,197"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_592_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_592_face00.jpg,"234,142,336,211"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_497_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_497_face00.jpg,"74,119,188,198"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_497_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_497_face00.jpg,"224,86,338,162"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_275_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_275_face00.jpg,"68,129,181,202"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_275_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_275_face00.jpg,"216,129,324,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_485_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_485_face00.jpg,"77,125,194,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_485_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_485_face00.jpg,"228,135,333,205"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_109_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_109_face00.jpg,"63,122,176,194"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_109_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_109_face00.jpg,"209,128,314,197"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_350_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_350_face00.jpg,"77,132,194,207"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_350_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_350_face00.jpg,"228,145,333,215"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_236_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_236_face00.jpg,"80,128,194,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_236_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_236_face00.jpg,"228,142,330,210"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_230_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_230_face00.jpg,"90,128,203,201"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_230_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_230_face00.jpg,"237,150,335,218"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_9_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_9_face00.jpg,"71,127,184,199"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_9_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_9_face00.jpg,"218,136,324,206"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_84_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_84_face00.jpg,"77,122,191,195"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_84_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_84_face00.jpg,"224,124,328,193"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_224_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_224_face00.jpg,"149,142,214,194"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_224_face00,right,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_224_face00.jpg,"223,182,259,223"
8_gaze_p_ew2_ebc_frame_wise_combined_01,frame_554_face00,left,True,/inwdata2a/sudhanshu/landmarks_only_training/inference_pipeline/face-crops/8_gaze_p_ew2_ebc_frame_wise_combined_01/frame_554_face00.jpg,"87,125,203,200"
